Estimated_Dollar_Loss,Number_of_responding_personnel,Possible_Cause,TFS_Arrival_Time,Latitude,Longitude
4000,28,47 - Improper handling of ignition source or ignited material,2021-06-17T14:05:19,43.78537061,-79.25808552
250000,33,52 - Electrical Failure,2021-06-17T15:51:20,43.68395132,-79.42389656
1000,4,99 - Undetermined,2021-06-17T16:48:23,43.79892473,-79.14622341
7000,21,44 - Unattended,2021-06-17T18:03:50,43.7502355,-79.36879294
4000,62,47 - Improper handling of ignition source or ignited material,2021-06-17T19:27:16,43.7679299,-79.18837002
1000,22,46 - Used or Placed too close to combustibles,2021-06-17T19:40:33,43.71574097,-79.50475719
250000,79,20 - Design/Construction/Installation/Maintenance Deficiency,2021-06-17T19:42:46,43.66049228,-79.5035787
500,16,47 - Improper handling of ignition source or ignited material,2021-06-17T21:44:24,43.63759363,-79.42413915
100,21,46 - Used or Placed too close to combustibles,2021-06-18T04:22:04,43.66889391,-79.37945204
0,21,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2021-06-18T12:23:31,43.68891266,-79.47685184
5000,11,99 - Undetermined,2021-06-18T22:24:00,43.77954463,-79.2329791
0,22,01 - Suspected Arson,2021-06-19T10:11:03,43.69860151,-79.39047542
0,23,01 - Suspected Arson,2021-06-19T12:46:16,43.69860151,-79.39047542
4000,22,"98 - Unintentional, cause undetermined",2021-06-19T14:32:02,43.80356526,-79.22011353
500000,78,52 - Electrical Failure,2021-06-19T16:42:04,43.6658105,-79.33745398
1000,4,51 - Mechanical Failure,2021-06-19T22:00:02,43.64551176,-79.59006302
0,8,99 - Undetermined,2021-06-19T22:42:04,43.78266967,-79.17727695
250,13,44 - Unattended,2021-06-20T01:57:20,43.77018262,-79.27879064
2,21,44 - Unattended,2021-06-20T13:03:22,43.73222232,-79.34211088
20000,4,99 - Undetermined,2021-06-21T00:19:22,43.70524269,-79.57717013
5000,4,99 - Undetermined,2021-06-21T05:08:35,43.60294212,-79.53971066
5000,22,99 - Undetermined,2021-06-21T14:02:53,43.67441394,-79.44713235
6000,4,"98 - Unintentional, cause undetermined",2021-06-21T14:51:33,43.71875941,-79.57292066
40000,34,99 - Undetermined,2021-06-21T15:17:35,43.66476069,-79.36490571
15000,14,12 - Vehicle Accident/Collision,2021-06-21T15:25:39,43.7189168,-79.44662425
5000,8,99 - Undetermined,2021-06-21T17:14:59,43.79363069,-79.35044133
60,22,44 - Unattended,2021-06-21T18:23:28,43.66552417,-79.49920745
500,27,45 - Improperly Discarded,2021-06-21T23:21:55,43.7474815,-79.20685804
0,4,99 - Undetermined,2021-06-22T00:43:54,43.73239406,-79.41941363
400,4,"98 - Unintentional, cause undetermined",2021-06-22T01:48:54,43.69754875,-79.50166024
500,76,50 - Other misuse of ignition source/material ignited,2021-06-22T08:07:11,43.78216703,-79.4489164
0,37,45 - Improperly Discarded,2021-06-22T11:27:53,43.62770985,-79.54291437
5000,20,47 - Improper handling of ignition source or ignited material,2021-06-22T15:26:46,43.74914766,-79.51568489
2500,22,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2021-06-22T15:51:17,43.67582976,-79.29146427
100000,22,01 - Suspected Arson,2021-06-23T01:29:59,43.73381416,-79.26860744
10000,62,50 - Other misuse of ignition source/material ignited,2021-06-23T10:04:42,43.61777475,-79.56125846
700,20,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2021-06-23T10:57:35,43.70732802,-79.39549266
3500,40,01 - Suspected Arson,2021-06-23T12:08:28,43.74493349,-79.27448946
1000,22,20 - Design/Construction/Installation/Maintenance Deficiency,2021-06-23T16:14:56,43.64958554,-79.37596165
3000,22,52 - Electrical Failure,2021-06-23T16:18:17,43.70408282,-79.41095784
0,20,01 - Suspected Arson,2021-06-23T18:11:38,43.69949299,-79.39088012
3000,29,52 - Electrical Failure,2021-06-23T21:02:26,43.64268295,-79.49412395
50,22,50 - Other misuse of ignition source/material ignited,2021-06-24T03:34:39,43.66352157,-79.46642377
9000,64,44 - Unattended,2021-06-24T04:33:35,43.81213688,-79.30194536
20000,32,12 - Vehicle Accident/Collision,2021-06-24T06:59:37,43.73784168,-79.52521307
5000,25,"60 - Other unintentional cause, not classified",2021-06-24T08:06:34,43.74631494,-79.58816523
0,6,47 - Improper handling of ignition source or ignited material,2021-06-24T10:43:21,43.72909741,-79.45813874
20000,17,44 - Unattended,2021-06-24T11:48:49,43.65706708,-79.37456692
0,36,"60 - Other unintentional cause, not classified",2021-06-24T14:22:24,43.73984943,-79.39952257
100,22,11 - Children Playing (Ages 11 and under),2021-06-24T15:15:12,43.74922684,-79.5104493
500,23,44 - Unattended,2021-06-24T19:24:32,43.70830967,-79.43791681
1000,4,01 - Suspected Arson,2021-06-24T20:30:36,43.75723482,-79.51773182
20000,4,99 - Undetermined,2021-06-24T21:15:22,43.71224624,-79.46675149
5000,22,45 - Improperly Discarded,2021-06-25T00:34:22,43.70405392,-79.48318104
0,22,99 - Undetermined,2021-06-25T12:40:25,43.7016475,-79.51722508
0,4,01 - Suspected Arson,2021-06-25T19:19:21,43.65491405,-79.39883061
2000,4,99 - Undetermined,2021-06-26T05:24:51,43.74721378,-79.27601669
10000,4,01 - Suspected Arson,2021-06-27T04:21:54,43.71577221,-79.53333797
100000,80,99 - Undetermined,2021-06-27T04:27:52,43.82800371,-79.28542217
0,4,03 - Suspected Vandalism,2021-06-27T07:08:16,43.65226015,-79.39779247
5000,22,52 - Electrical Failure,2021-06-27T14:56:27,43.66699315,-79.33054523
1000,22,44 - Unattended,2021-06-27T16:54:16,43.70747321,-79.3436255
8000,8,12 - Vehicle Accident/Collision,2021-06-27T17:28:25,43.72236417,-79.50897985
0,4,46 - Used or Placed too close to combustibles,2021-06-27T17:56:17,43.78163768,-79.41600169
35000,4,99 - Undetermined,2021-06-27T23:59:05,43.78502674,-79.43746745
100000,51,"98 - Unintentional, cause undetermined",2021-06-28T01:11:21,43.69068404,-79.47274347
0,9,01 - Suspected Arson,2021-06-28T05:27:05,43.6754958,-79.42843226
5000,25,47 - Improper handling of ignition source or ignited material,2021-06-28T13:11:24,43.65121682,-79.38496415
500,4,99 - Undetermined,2021-06-28T17:08:56,43.78383982,-79.47014953
1000,23,44 - Unattended,2021-06-28T17:51:53,43.63902215,-79.41591727
3000,22,"60 - Other unintentional cause, not classified",2021-06-28T20:15:34,43.6643401,-79.41485859
7500,4,99 - Undetermined,2021-06-28T21:54:54,43.776494,-79.43025534
0,19,"60 - Other unintentional cause, not classified",2021-06-29T01:10:02,43.72654912,-79.57023502
5000,52,47 - Improper handling of ignition source or ignited material,2021-06-29T07:24:32,43.67437474,-79.39984311
15000,22,51 - Mechanical Failure,2021-06-29T09:04:09,43.78163768,-79.41600169
1000,23,99 - Undetermined,2021-06-29T14:08:18,43.63768495,-79.53706297
0,26,"98 - Unintentional, cause undetermined",2021-06-29T14:50:39,43.74792227,-79.53077494
5000,21,46 - Used or Placed too close to combustibles,2021-06-29T19:04:13,43.66648627,-79.3758529
6000,22,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2021-06-30T10:32:28,43.69547565,-79.50729521
3500,34,99 - Undetermined,2021-06-30T21:44:25,43.63849477,-79.41957566
250,13,01 - Suspected Arson,2021-06-30T22:57:42,43.6571226,-79.43431345
80000,25,990 - Under Investigation,2021-07-01T02:07:21,43.82427334,-79.27219334
20000,70,99 - Undetermined,2021-07-01T20:48:22,43.74473011,-79.59364846
7500,30,03 - Suspected Vandalism,2021-07-01T20:48:29,43.71892065,-79.57587771
80000,22,99 - Undetermined,2021-07-01T21:01:19,43.68635441,-79.47083628
0,4,99 - Undetermined,2021-07-01T23:02:15,43.74082267,-79.41132855
40000,34,12 - Vehicle Accident/Collision,2021-07-02T00:42:56,43.67642764,-79.59324055
4000,4,52 - Electrical Failure,2021-07-02T04:06:39,43.70390493,-79.33006122
70000,17,12 - Vehicle Accident/Collision,2021-07-02T09:12:41,43.68081458,-79.59285189
5000,30,"98 - Unintentional, cause undetermined",2021-07-02T12:08:20,43.75139026,-79.44757866
5000,4,"60 - Other unintentional cause, not classified",2021-07-02T17:00:35,43.63280318,-79.55471261
1000,4,52 - Electrical Failure,2021-07-02T17:38:15,43.74904365,-79.5235021
60000,59,44 - Unattended,2021-07-02T19:32:16,43.75249586,-79.36549458
50000,36,52 - Electrical Failure,2021-07-03T03:20:39,43.69078213,-79.40301763
2500,4,52 - Electrical Failure,2021-07-03T10:58:43,43.73939814,-79.44087204
500,26,47 - Improper handling of ignition source or ignited material,2021-07-03T15:10:23,43.68676993,-79.43639927
500,21,47 - Improper handling of ignition source or ignited material,2021-07-03T23:09:07,43.79031463,-79.19797873
100000,23,01 - Suspected Arson,2021-07-04T01:53:40,43.79219434,-79.18740795
2000,8,46 - Used or Placed too close to combustibles,2021-07-04T04:06:22,43.64832582,-79.39841861
50000,56,47 - Improper handling of ignition source or ignited material,2021-07-04T13:52:44,43.73514653,-79.44461587
0,31,99 - Undetermined,2021-07-04T19:00:42,43.72510179,-79.40219529
500,22,45 - Improperly Discarded,2021-07-04T20:25:50,43.8059503,-79.17057674
6000,22,51 - Mechanical Failure,2021-07-05T14:00:35,43.67394251,-79.42798614
20000,8,12 - Vehicle Accident/Collision,2021-07-05T20:57:56,43.69159249,-79.57083826
500,4,99 - Undetermined,2021-07-06T02:15:44,43.63896048,-79.42737482
170000,21,99 - Undetermined,2021-07-06T02:45:46,43.77530248,-79.38928985
200,22,52 - Electrical Failure,2021-07-06T10:01:10,43.63409901,-79.58219377
10000,8,52 - Electrical Failure,2021-07-06T11:23:13,43.70227283,-79.3941866
300000,106,99 - Undetermined,2021-07-06T15:43:50,43.68476586,-79.48980157
10000,4,52 - Electrical Failure,2021-07-06T16:46:12,43.69814243,-79.39947654
100000,67,52 - Electrical Failure,2021-07-06T17:26:00,43.70249099,-79.2888794
40000,8,01 - Suspected Arson,2021-07-07T03:22:27,43.75304261,-79.29304553
750000,106,45 - Improperly Discarded,2021-07-07T14:17:51,43.64329774,-79.43503343
10000,72,46 - Used or Placed too close to combustibles,2021-07-07T19:30:10,43.71983033,-79.51380034
1000,34,"98 - Unintentional, cause undetermined",2021-07-07T20:04:44,43.6824371,-79.48048306
0,22,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2021-07-07T20:36:02,43.78255474,-79.47933794
1000,10,99 - Undetermined,2021-07-07T21:37:30,43.73188462,-79.43883795
3000,30,46 - Used or Placed too close to combustibles,2021-07-08T03:17:23,43.71694765,-79.55598369
2000000,107,51 - Mechanical Failure,2021-07-08T10:40:05,43.75848342,-79.53894661
10000,13,12 - Vehicle Accident/Collision,2021-07-08T13:17:26,43.78586559,-79.23540047
10000,34,52 - Electrical Failure,2021-07-08T13:21:25,43.66892329,-79.44264886
20000,21,52 - Electrical Failure,2021-07-08T18:46:21,43.70614993,-79.26432425
25000,34,44 - Unattended,2021-07-08T21:55:16,43.66610578,-79.43668683
200,13,44 - Unattended,2021-07-09T02:09:30,43.66068127,-79.37473469
150000,22,52 - Electrical Failure,2021-07-09T17:12:19,43.63996381,-79.38019978
5000,8,51 - Mechanical Failure,2021-07-10T06:00:39,43.72664238,-79.48206974
0,3,99 - Undetermined,2021-07-10T08:36:48,43.64709665,-79.60451764
50,24,50 - Other misuse of ignition source/material ignited,2021-07-10T09:11:43,43.73188462,-79.43883795
10000,37,51 - Mechanical Failure,2021-07-10T12:52:52,43.78167615,-79.32016499
800,23,52 - Electrical Failure,2021-07-10T15:12:46,43.72083762,-79.44092211
18000,4,52 - Electrical Failure,2021-07-10T16:08:47,43.69159246,-79.50685318
200,25,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2021-07-10T16:33:20,43.78897788,-79.41782352
250,14,99 - Undetermined,2021-07-11T05:59:37,43.65589584,-79.37144422
3000,4,52 - Electrical Failure,2021-07-11T13:24:53,43.65470705,-79.46004811
200000,86,52 - Electrical Failure,2021-07-11T19:36:27,43.71392773,-79.30095752
40000,12,51 - Mechanical Failure,2021-07-11T22:06:37,43.79899788,-79.15669939
5000,22,"60 - Other unintentional cause, not classified",2021-07-12T14:09:59,43.69840079,-79.33823539
20000,4,52 - Electrical Failure,2021-07-12T19:09:58,43.70865931,-79.47806218
2000,21,03 - Suspected Vandalism,2021-07-13T00:17:04,43.78383982,-79.47014953
20000,34,"98 - Unintentional, cause undetermined",2021-07-13T04:39:44,43.68079166,-79.43011314
3000,22,52 - Electrical Failure,2021-07-13T18:57:50,43.64036483,-79.51420493
5000,23,44 - Unattended,2021-07-13T21:20:10,43.76124124,-79.30483174
500,23,52 - Electrical Failure,2021-07-13T22:15:21,43.81198194,-79.22675649
20000,68,51 - Mechanical Failure,2021-07-14T03:32:05,43.74879491,-79.55763316
18000,15,51 - Mechanical Failure,2021-07-14T06:36:00,43.67016027,-79.38281083
5000,4,52 - Electrical Failure,2021-07-14T17:52:25,43.79125784,-79.42650894
30000,35,"60 - Other unintentional cause, not classified",2021-07-14T19:33:05,43.68395004,-79.30015597
8000,4,01 - Suspected Arson,2021-07-14T20:36:00,43.70693963,-79.37564916
10000,22,44 - Unattended,2021-07-15T06:47:41,43.76905553,-79.3885776
500,28,20 - Design/Construction/Installation/Maintenance Deficiency,2021-07-15T08:27:24,43.66051486,-79.38742549
9000,24,99 - Undetermined,2021-07-15T14:51:29,43.77192689,-79.2054723
10000,15,99 - Undetermined,2021-07-15T18:52:31,43.65412036,-79.56781195
200,4,01 - Suspected Arson,2021-07-16T09:56:48,43.6636973,-79.38011106
500,4,03 - Suspected Vandalism,2021-07-17T03:43:29,43.70760132,-79.39413352
70000,4,01 - Suspected Arson,2021-07-17T04:23:00,43.6683486,-79.38205611
0,4,01 - Suspected Arson,2021-07-17T04:45:42,43.66319002,-79.37306178
5000,21,"98 - Unintentional, cause undetermined",2021-07-17T13:57:09,43.66505747,-79.36829878
4000,37,45 - Improperly Discarded,2021-07-17T15:47:44,43.74246368,-79.29674148
250,21,"60 - Other unintentional cause, not classified",2021-07-18T13:30:18,43.76096824,-79.28098417
2000,22,01 - Suspected Arson,2021-07-18T21:21:18,43.66432945,-79.37493287
1000,26,01 - Suspected Arson,2021-07-19T00:18:27,43.66459938,-79.36748572
10000,14,12 - Vehicle Accident/Collision,2021-07-19T05:51:13,43.77107608,-79.28641785
0,4,99 - Undetermined,2021-07-19T16:29:19,43.69923711,-79.58714331
40000,59,52 - Electrical Failure,2021-07-19T18:19:32,43.6565,-79.36695312
10000,4,52 - Electrical Failure,2021-07-20T09:05:01,43.71178769,-79.37857657
10000,33,47 - Improper handling of ignition source or ignited material,2021-07-20T10:46:40,43.6550454,-79.57244262
2000,23,99 - Undetermined,2021-07-20T13:01:28,43.63965379,-79.56293665
1000,24,51 - Mechanical Failure,2021-07-20T15:14:20,43.68214548,-79.44583961
1500,4,45 - Improperly Discarded,2021-07-20T19:04:18,43.73550449,-79.57830983
10000,24,99 - Undetermined,2021-07-21T14:20:45,43.65730387,-79.37345858
20000,10,99 - Undetermined,2021-07-21T15:01:55,43.67007265,-79.57856622
0,22,47 - Improper handling of ignition source or ignited material,2021-07-21T20:38:45,43.66511574,-79.411213
10,22,45 - Improperly Discarded,2021-07-22T00:19:23,43.7593652,-79.32092419
6000,57,99 - Undetermined,2021-07-22T13:28:20,43.78911869,-79.18362208
20000,18,99 - Undetermined,2021-07-22T16:52:05,43.72707186,-79.4709781
0,36,45 - Improperly Discarded,2021-07-22T16:56:52,43.6695386,-79.46632054
150000,115,44 - Unattended,2021-07-22T17:25:36,43.76858627,-79.16910175
5000,25,"98 - Unintentional, cause undetermined",2021-07-22T18:24:17,43.66756231,-79.38569238
1000,59,44 - Unattended,2021-07-22T19:34:12,43.79196217,-79.35807481
0,22,44 - Unattended,2021-07-22T20:41:09,43.66997441,-79.38801841
0,4,99 - Undetermined,2021-07-22T22:40:17,43.75327113,-79.40469149
0,22,45 - Improperly Discarded,2021-07-23T02:46:18,43.64998399,-79.43701235
0,30,01 - Suspected Arson,2021-07-23T04:42:14,43.71657505,-79.33037857
1000,21,51 - Mechanical Failure,2021-07-23T10:36:36,43.82182013,-79.29291815
100,21,01 - Suspected Arson,2021-07-23T11:21:33,43.6620435,-79.3685391
0,26,"60 - Other unintentional cause, not classified",2021-07-23T14:42:29,43.61728066,-79.48734893
12000,22,99 - Undetermined,2021-07-23T15:16:43,43.79632259,-79.41963118
10000,59,99 - Undetermined,2021-07-23T16:17:59,43.76919944,-79.37664867
1000,4,99 - Undetermined,2021-07-23T18:38:57,43.74826341,-79.43672341
0,4,99 - Undetermined,2021-07-23T19:55:53,43.74847307,-79.50719524
7000,21,44 - Unattended,2021-07-23T20:03:30,43.77160971,-79.52252941
40000,26,51 - Mechanical Failure,2021-07-24T01:17:13,43.61777475,-79.56125846
95000,58,52 - Electrical Failure,2021-07-24T16:01:09,43.714204,-79.42859929
30000,14,51 - Mechanical Failure,2021-07-24T16:09:50,43.73045034,-79.60159232
0,19,47 - Improper handling of ignition source or ignited material,2021-07-24T18:28:09,43.72230673,-79.37919401
30,26,46 - Used or Placed too close to combustibles,2021-07-24T19:48:31,43.65310789,-79.38758202
100,22,45 - Improperly Discarded,2021-07-24T19:52:40,43.64890278,-79.40599499
5000,22,99 - Undetermined,2021-07-24T21:26:59,43.79715498,-79.40374212
60000,27,99 - Undetermined,2021-07-25T10:58:44,43.76192707,-79.35319463
2000,22,52 - Electrical Failure,2021-07-25T13:56:07,43.67991301,-79.40149942
10000,14,99 - Undetermined,2021-07-25T18:20:40,43.66881879,-79.58042972
40000,14,99 - Undetermined,2021-07-25T22:35:44,43.75454169,-79.53041943
0,10,44 - Unattended,2021-07-26T02:17:55,43.70778524,-79.53362703
1000,21,01 - Suspected Arson,2021-07-26T03:32:35,43.83055722,-79.23442797
0,17,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2021-07-26T07:07:17,43.66219857,-79.42464536
25000,25,44 - Unattended,2021-07-26T12:27:56,43.74167956,-79.51257602
100,5,03 - Suspected Vandalism,2021-07-26T12:54:32,43.64101279,-79.41025017
100,26,45 - Improperly Discarded,2021-07-26T16:01:21,43.67421768,-79.55547703
20000,35,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2021-07-26T18:07:37,43.68659924,-79.49121806
1000,22,50 - Other misuse of ignition source/material ignited,2021-07-26T20:06:50,43.71432749,-79.45242991
1500,4,45 - Improperly Discarded,2021-07-27T00:30:26,43.73550449,-79.57830983
20,22,01 - Suspected Arson,2021-07-27T02:53:14,43.70321197,-79.34662866
100,61,52 - Electrical Failure,2021-07-27T05:43:07,43.74318201,-79.21891354
100,20,45 - Improperly Discarded,2021-07-27T09:29:38,43.66847735,-79.3874159
2000,4,52 - Electrical Failure,2021-07-27T11:20:05,43.77199007,-79.49323989
0,54,"60 - Other unintentional cause, not classified",2021-07-27T15:53:29,43.62596709,-79.5421778
100,22,52 - Electrical Failure,2021-07-27T19:35:38,43.69877858,-79.40615657
